"ibraRegion","yearStart","yearEnd","epbcStatus","recordCount","speciesCount"
"Flinders Lofty Block",1996,2000,"Vulnerable",115,15
"Gawler",1996,2000,"Not listed",30361,1360
"Great Victoria Desert",1996,2000,"Not listed",16083,1079
"Great Victoria Desert",1996,2000,"Critically Endangered",1,1
"Great Victoria Desert",1996,2000,"Vulnerable",4,3
"Kanmantoo",1996,2000,"Not listed",80385,2293
"Kanmantoo",1996,2000,"Endangered",152,15
"Kanmantoo",1996,2000,"Vulnerable",148,18
"Naracoorte Coastal Plain",1996,2000,"Not listed",108694,2146
"Naracoorte Coastal Plain",1996,2000,"Vulnerable",240,18
"Naracoorte Coastal Plain",1996,2000,"Endangered",96,12
"Nullarbor",1996,2000,"Endangered",5,2
"Nullarbor",1996,2000,"Not listed",4297,390
"Simpson Strzelecki Dunefields",1996,2000,"Vulnerable",80,4
"Southern Volcanic Plain",1996,2000,"Not listed",164928,2471
"Stony Plains",1996,2000,"Vulnerable",567,5
"Stony Plains",1996,2000,"Endangered",73,3
"Ben Lomond",1996,2000,"Not listed",7594,826
"Furneaux",1996,2000,"Not listed",41516,2165
"King",1996,2000,"Not listed",12288,1085
"Tasmanian Central Highlands",1996,2000,"Not listed",3999,1012
"Tasmanian Northern Midlands",1996,2000,"Not listed",9558,463
"Tasmanian Northern Slopes",1996,2000,"Not listed",13952,1034
"Tasmanian Northern Slopes",1996,2000,"Critically Endangered",8,2
"Tasmanian South East",1996,2000,"Not listed",28445,2706
"Tasmanian South East",1996,2000,"Critically Endangered",44,7
"Tasmanian Southern Ranges",1996,2000,"Not listed",15213,1896
"Tasmanian West",1996,2000,"Not listed",4959,1056
"Subantarctic Islands",1996,2000,"Not listed",8971,68
"Furneaux",1996,2000,"Endangered",83,5
"South East Coastal Plain",1996,2000,"Not listed",516242,3982
"South East Coastal Plain",1996,2000,"Vulnerable",834,33
"South East Coastal Plain",1996,2000,"Endangered",644,16
"Southern Volcanic Plain",1996,2000,"Vulnerable",402,22
"Southern Volcanic Plain",1996,2000,"Critically Endangered",28,3
"Southern Volcanic Plain",1996,2000,"Endangered",230,14
"Victorian Midlands",1996,2000,"Critically Endangered",773,4
"Victorian Midlands",1996,2000,"Endangered",397,23
"Victorian Midlands",1996,2000,"Not listed",381222,3439
"Victorian Midlands",1996,2000,"Vulnerable",561,29
"Avon Wheatbelt",1996,2000,"Not listed",92628,3386
"Carnarvon",1996,2000,"Not listed",10576,854
"Central Kimberley",1996,2000,"Not listed",6718,532
"Coolgardie",1996,2000,"Not listed",17125,1685
"Dampierland",1996,2000,"Not listed",29886,963
"Esperance Plains",1996,2000,"Endangered",90,25
"Esperance Plains",1996,2000,"Not listed",27099,2482
"Esperance Plains",1996,2000,"Vulnerable",30,12
"Gascoyne",1996,2000,"Not listed",4570,611
"Geraldton Sandplains",1996,2000,"Not listed",20405,2472
"Jarrah Forest",1996,2000,"Not listed",125976,3801
"Jarrah Forest",1996,2000,"Endangered",107,31
"Mallee",1996,2000,"Not listed",26003,2484
"Murchison",1996,2000,"Not listed",18114,1167
"Northern Kimberley",1996,2000,"Not listed",11131,1458
"Northern Kimberley",1996,2000,"Endangered",3,2
"Pilbara",1996,2000,"Not listed",18999,1647
"Swan Coastal Plain",1996,2000,"Not listed",84081,2580
"Swan Coastal Plain",1996,2000,"Endangered",85,22
"Warren",1996,2000,"Endangered",42,7
"Warren",1996,2000,"Not listed",34312,1909
"Yalgoo",1996,2000,"Not listed",10224,1249
"Coral Sea",1996,2000,"Endangered",1,1
"Coral Sea",1996,2000,"Vulnerable",3,3
"Avon Wheatbelt",1996,2000,"Endangered",272,57
"Avon Wheatbelt",1996,2000,"Critically Endangered",34,11
"Avon Wheatbelt",1996,2000,"Vulnerable",58,14
"Geraldton Sandplains",1996,2000,"Endangered",137,31
"Jarrah Forest",1996,2000,"Critically Endangered",14,4
"Hampton",1996,2000,"Not listed",4896,212
"Swan Coastal Plain",1996,2000,"Vulnerable",27,9
"Tasmanian South East",1996,2000,"Endangered",106,15
"Indian Tropical Islands",1996,2000,"Not listed",1112,605
"South East Coastal Plain",1996,2000,"Critically Endangered",45,3
"Einasleigh Uplands",1996,2000,"Vulnerable",55,14
"Coral Sea",1996,2000,"Not listed",38,22
"Mulga Lands",1996,2000,"Critically Endangered",2,2
"NSW North Coast",1996,2000,"Conservation Dependent",25,5
"Pacific Subtropical Islands",1996,2000,"Critically Endangered",102,14
"Central Arnhem",1996,2000,"Not listed",8677,1267
"Indian Tropical Islands",2001,2005,"Not listed",892,248
"Australian Alps",2001,2005,"Endangered",367,7
"Australian Alps",2001,2005,"Not listed",34038,1970
"South Eastern Highlands",2001,2005,"Endangered",1353,35
"South Eastern Highlands",2001,2005,"Not listed",415053,5928
"South Eastern Highlands",2001,2005,"Vulnerable",2054,72
"South Eastern Highlands",2001,2005,"Critically Endangered",237,15
"Sydney Basin",2001,2005,"Endangered",2619,49
"Sydney Basin",2001,2005,"Not listed",804843,6644
"Australian Alps",2001,2005,"Critically Endangered",132,8
"Australian Alps",2001,2005,"Vulnerable",173,13
"Brigalow Belt South",2001,2005,"Critically Endangered",12,3
"Brigalow Belt South",2001,2005,"Endangered",161,18
"Brigalow Belt South",2001,2005,"Not listed",280283,4919
"Brigalow Belt South",2001,2005,"Vulnerable",651,43
"Broken Hill Complex",2001,2005,"Not listed",18463,777
"Channel Country",2001,2005,"Not listed",30677,1226
"Channel Country",2001,2005,"Vulnerable",334,6
"Cobar Peneplain",2001,2005,"Not listed",34210,1358
"Cobar Peneplain",2001,2005,"Vulnerable",146,5
"Cobar Peneplain",2001,2005,"Endangered",6,3
"Darling Riverine Plains",2001,2005,"Not listed",54120,1744
"Darling Riverine Plains",2001,2005,"Vulnerable",242,7
"Mulga Lands",2001,2005,"Not listed",35158,1525
"Mulga Lands",2001,2005,"Vulnerable",82,6
"Mulga Lands",2001,2005,"Endangered",60,2
"Murray Darling Depression",2001,2005,"Not listed",412185,3034
"Murray Darling Depression",2001,2005,"Vulnerable",566,29
"NSW North Coast",2001,2005,"Not listed",331121,4537
"NSW North Coast",2001,2005,"Critically Endangered",417,7
"NSW North Coast",2001,2005,"Endangered",580,35
"NSW North Coast",2001,2005,"Vulnerable",2885,42
"NSW North Coast",2001,2005,"Conservation Dependent",28,4
"NSW South Western Slopes",2001,2005,"Critically Endangered",212,5
"NSW South Western Slopes",2001,2005,"Endangered",214,11
"NSW South Western Slopes",2001,2005,"Not listed",230741,3005
"NSW South Western Slopes",2001,2005,"Vulnerable",1081,24
"Nandewar",2001,2005,"Not listed",116777,2382
"Nandewar",2001,2005,"Vulnerable",312,18
"Nandewar",2001,2005,"Critically Endangered",7,2
"New England Tablelands",2001,2005,"Critically Endangered",14,3
"New England Tablelands",2001,2005,"Endangered",87,11
"New England Tablelands",2001,2005,"Not listed",114882,3284
"New England Tablelands",2001,2005,"Vulnerable",742,27
"Pacific Subtropical Islands",2001,2005,"Critically Endangered",12,6
"Pacific Subtropical Islands",2001,2005,"Endangered",44,5
"Pacific Subtropical Islands",2001,2005,"Not listed",5055,849
"Pacific Subtropical Islands",2001,2005,"Vulnerable",15,5
"Riverina",2001,2005,"Critically Endangered",711,3
"Riverina",2001,2005,"Endangered",1297,15
"Riverina",2001,2005,"Not listed",327394,2330
"Riverina",2001,2005,"Vulnerable",2549,17
"Simpson Strzelecki Dunefields",2001,2005,"Not listed",15618,888
"South East Corner",2001,2005,"Critically Endangered",41,3
"South East Corner",2001,2005,"Endangered",319,11
"South East Corner",2001,2005,"Not listed",134911,3765
"South East Corner",2001,2005,"Vulnerable",829,39
"South East Corner",2001,2005,"Conservation Dependent",26,4
"South Eastern Queensland",2001,2005,"Critically Endangered",197,10
"South Eastern Queensland",2001,2005,"Endangered",1733,47
"South Eastern Queensland",2001,2005,"Not listed",617427,7032
"South Eastern Queensland",2001,2005,"Vulnerable",3580,88
"South Eastern Queensland",2001,2005,"Conservation Dependent",12,4
"Sydney Basin",2001,2005,"Conservation Dependent",39,5
"Sydney Basin",2001,2005,"Critically Endangered",725,13
"Sydney Basin",2001,2005,"Vulnerable",12852,91
"Arnhem Coast",2001,2005,"Endangered",268,4
"Arnhem Coast",2001,2005,"Not listed",14353,1527
"Arnhem Plateau",2001,2005,"Endangered",85,4
"Arnhem Plateau",2001,2005,"Not listed",16212,1262
"Arnhem Plateau",2001,2005,"Vulnerable",158,7
"Burt Plain",2001,2005,"Not listed",13942,923
"Burt Plain",2001,2005,"Vulnerable",21,3
"Central Arnhem",2001,2005,"Not listed",1864,576
"Central Ranges",2001,2005,"Not listed",7236,800
"Daly Basin",2001,2005,"Not listed",22766,1070
"Daly Basin",2001,2005,"Endangered",86,3
"Darwin Coastal",2001,2005,"Endangered",391,4
"Darwin Coastal",2001,2005,"Not listed",88383,2699
"Darwin Coastal",2001,2005,"Vulnerable",128,8
"Davenport Murchison Ranges",2001,2005,"Not listed",7677,733
"Finke",2001,2005,"Not listed",29242,1007
"Great Sandy Desert",2001,2005,"Vulnerable",170,4
"Great Sandy Desert",2001,2005,"Not listed",21975,1200
"Gulf Coastal",2001,2005,"Not listed",4005,535
"Gulf Coastal",2001,2005,"Endangered",44,3
"Gulf Fall and Uplands",2001,2005,"Endangered",104,5
"Gulf Fall and Uplands",2001,2005,"Not listed",21384,1564
"MacDonnell Ranges",2001,2005,"Critically Endangered",136,1
"MacDonnell Ranges",2001,2005,"Not listed",49672,1258
"MacDonnell Ranges",2001,2005,"Endangered",19,3
"Mitchell Grass Downs",2001,2005,"Not listed",25505,1248
"Ord Victoria Plain",2001,2005,"Not listed",16205,1131
"Ord Victoria Plain",2001,2005,"Endangered",65,2
"Pine Creek",2001,2005,"Endangered",707,6
"Pine Creek",2001,2005,"Not listed",103621,2359
"Pine Creek",2001,2005,"Vulnerable",86,9
"Simpson Strzelecki Dunefields",2001,2005,"Vulnerable",86,4
"Sturt Plateau",2001,2005,"Not listed",7419,947
"Sturt Plateau",2001,2005,"Vulnerable",16,2
"Sturt Plateau",2001,2005,"Endangered",4,2
"Tanami",2001,2005,"Endangered",2,2
"Tanami",2001,2005,"Not listed",23525,1180
"Tanami",2001,2005,"Vulnerable",152,2
"Tiwi Cobourg",2001,2005,"Not listed",22007,1334
"Tiwi Cobourg",2001,2005,"Endangered",314,5
"Tiwi Cobourg",2001,2005,"Vulnerable",243,8
"Victoria Bonaparte",2001,2005,"Not listed",32634,1871
"Victoria Bonaparte",2001,2005,"Endangered",122,4
"Victoria Bonaparte",2001,2005,"Vulnerable",6,3
"Brigalow Belt North",2001,2005,"Not listed",93093,2675
"Brigalow Belt North",2001,2005,"Endangered",64,9
"Brigalow Belt North",2001,2005,"Vulnerable",200,23
"Cape York Peninsula",2001,2005,"Not listed",57548,2805
"Cape York Peninsula",2001,2005,"Endangered",45,7
"Cape York Peninsula",2001,2005,"Vulnerable",149,19
"Central Mackay Coast",2001,2005,"Not listed",29055,1948
"Central Mackay Coast",2001,2005,"Vulnerable",321,11
"Channel Country",2001,2005,"Critically Endangered",1,1
"Desert Uplands",2001,2005,"Not listed",7667,1156
"Einasleigh Uplands",2001,2005,"Not listed",53007,2972
"Einasleigh Uplands",2001,2005,"Endangered",23,5
"Einasleigh Uplands",2001,2005,"Vulnerable",111,19
"Gulf Plains",2001,2005,"Not listed",27758,2030
"Mitchell Grass Downs",2001,2005,"Vulnerable",430,7
"Mitchell Grass Downs",2001,2005,"Endangered",24,3
"Mount Isa Inlier",2001,2005,"Not listed",18246,1049
"Wet Tropics",2001,2005,"Not listed",152304,4844
"Wet Tropics",2001,2005,"Vulnerable",383,33
"Wet Tropics",2001,2005,"Endangered",293,25
"Central Ranges",2001,2005,"Vulnerable",267,4
"Eyre Yorke Block",2001,2005,"Vulnerable",24323,18
"Eyre Yorke Block",2001,2005,"Not listed",184993,2368
"Eyre Yorke Block",2001,2005,"Endangered",439,19
"Eyre Yorke Block",2001,2005,"Critically Endangered",54,3
"Flinders Lofty Block",2001,2005,"Endangered",1047,18
"Flinders Lofty Block",2001,2005,"Not listed",313934,3046
"Flinders Lofty Block",2001,2005,"Vulnerable",260,12
"Flinders Lofty Block",2001,2005,"Critically Endangered",20,2
"Gawler",2001,2005,"Not listed",26174,1170
"Great Victoria Desert",2001,2005,"Not listed",26299,1105
"Great Victoria Desert",2001,2005,"Vulnerable",72,5
"Great Victoria Desert",2001,2005,"Critically Endangered",3,1
"Hampton",2001,2005,"Not listed",3365,357
"Kanmantoo",2001,2005,"Endangered",1110,19
"Kanmantoo",2001,2005,"Not listed",88023,2133
"Kanmantoo",2001,2005,"Vulnerable",660,12
"Kanmantoo",2001,2005,"Critically Endangered",130,3
"Murray Darling Depression",2001,2005,"Critically Endangered",62,2
"Murray Darling Depression",2001,2005,"Endangered",377,18
"Naracoorte Coastal Plain",2001,2005,"Not listed",74797,1791
"Naracoorte Coastal Plain",2001,2005,"Endangered",312,15
"Naracoorte Coastal Plain",2001,2005,"Vulnerable",340,23
"Nullarbor",2001,2005,"Not listed",5003,614
"Southern Volcanic Plain",2001,2005,"Not listed",209154,2305
"Southern Volcanic Plain",2001,2005,"Endangered",278,17
"Stony Plains",2001,2005,"Not listed",20624,1009
"Stony Plains",2001,2005,"Vulnerable",12,4
"Ben Lomond",2001,2005,"Conservation Dependent",3,2
"Ben Lomond",2001,2005,"Not listed",6692,1173
"Furneaux",2001,2005,"Not listed",36681,2183
"Furneaux",2001,2005,"Endangered",24,7
"Furneaux",2001,2005,"Vulnerable",51,10
"King",2001,2005,"Not listed",19465,922
"King",2001,2005,"Conservation Dependent",8,3
"King",2001,2005,"Endangered",46,6
"King",2001,2005,"Vulnerable",46,5
"Tasmanian Central Highlands",2001,2005,"Not listed",4455,1015
"Tasmanian Northern Midlands",2001,2005,"Not listed",12430,759
"Tasmanian Northern Slopes",2001,2005,"Not listed",20857,1183
"Tasmanian Northern Slopes",2001,2005,"Conservation Dependent",10,2
"Tasmanian Northern Slopes",2001,2005,"Endangered",11,5
"Tasmanian Northern Slopes",2001,2005,"Vulnerable",15,5
"Tasmanian South East",2001,2005,"Not listed",47153,2954
"Tasmanian South East",2001,2005,"Conservation Dependent",4,2
"Tasmanian South East",2001,2005,"Critically Endangered",39,7
"Tasmanian South East",2001,2005,"Vulnerable",52,11
"Tasmanian Southern Ranges",2001,2005,"Not listed",32171,2008
"Tasmanian West",2001,2005,"Not listed",5874,853
"Subantarctic Islands",2001,2005,"Not listed",8140,134
"Subantarctic Islands",2001,2005,"Vulnerable",1142,10
"Furneaux",2001,2005,"Critically Endangered",4,2
"South East Coastal Plain",2001,2005,"Not listed",536949,3557
"South East Coastal Plain",2001,2005,"Vulnerable",2509,35
"South East Coastal Plain",2001,2005,"Endangered",778,20
"South East Coastal Plain",2001,2005,"Conservation Dependent",14,4
"South East Coastal Plain",2001,2005,"Critically Endangered",29,2
"South Eastern Highlands",2001,2005,"Conservation Dependent",5,2
"Southern Volcanic Plain",2001,2005,"Vulnerable",1509,22
"Southern Volcanic Plain",2001,2005,"Critically Endangered",29,1
"Southern Volcanic Plain",2001,2005,"Conservation Dependent",5,3
"Victorian Midlands",2001,2005,"Endangered",359,17
"Victorian Midlands",2001,2005,"Not listed",342805,2893
"Victorian Midlands",2001,2005,"Vulnerable",540,27
"Victorian Midlands",2001,2005,"Critically Endangered",584,2
"Pilbara",2001,2005,"Not listed",23534,1654
"Swan Coastal Plain",2001,2005,"Not listed",122849,2592
"Swan Coastal Plain",2001,2005,"Endangered",81,21
"Warren",2001,2005,"Endangered",19,6
"Warren",2001,2005,"Not listed",23154,1706
"Yalgoo",2001,2005,"Not listed",11792,966
"Arnhem Coast",2001,2005,"Vulnerable",31,6
"Carnarvon",2001,2005,"Not listed",18298,1047
"Dampierland",2001,2005,"Not listed",32196,1124
"Esperance Plains",2001,2005,"Not listed",28321,2400
"Geraldton Sandplains",2001,2005,"Not listed",16747,2307
"Jarrah Forest",2001,2005,"Not listed",99359,3430
"Northern Kimberley",2001,2005,"Not listed",12959,1248
"Avon Wheatbelt",2001,2005,"Not listed",65764,2750
"Avon Wheatbelt",2001,2005,"Endangered",152,45
"Avon Wheatbelt",2001,2005,"Critically Endangered",20,11
"Coolgardie",2001,2005,"Not listed",10862,1385
"Esperance Plains",2001,2005,"Critically Endangered",24,6
"Esperance Plains",2001,2005,"Endangered",106,31
"Geraldton Sandplains",2001,2005,"Vulnerable",45,12
"Geraldton Sandplains",2001,2005,"Endangered",67,27
"Jarrah Forest",2001,2005,"Endangered",101,28
"Jarrah Forest",2001,2005,"Critically Endangered",17,7
"Jarrah Forest",2001,2005,"Vulnerable",41,18
"Mallee",2001,2005,"Not listed",11185,1839
"Mallee",2001,2005,"Vulnerable",42,12
"Mallee",2001,2005,"Endangered",65,15
"Warren",2001,2005,"Vulnerable",14,6
"Yalgoo",2001,2005,"Critically Endangered",11,2
"Yalgoo",2001,2005,"Endangered",17,3
"Avon Wheatbelt",2001,2005,"Vulnerable",56,20
"Indian Tropical Islands",2001,2005,"Endangered",30,3
"Murray Darling Depression",2001,2005,"Extinct",70,1
"Central Kimberley",2001,2005,"Not listed",12103,924
"Darling Riverine Plains",2001,2005,"Critically Endangered",3,1
"Sydney Basin",2001,2005,"Extinct",15,1
"Arnhem Plateau",2001,2005,"Critically Endangered",2,1
"Daly Basin",2001,2005,"Critically Endangered",2,1
"Darwin Coastal",2001,2005,"Critically Endangered",7,2
"MacDonnell Ranges",2001,2005,"Vulnerable",41,8
"Cape York Peninsula",2001,2005,"Critically Endangered",7,1
"Desert Uplands",2001,2005,"Endangered",53,4
"Desert Uplands",2001,2005,"Vulnerable",8,3
"Einasleigh Uplands",2001,2005,"Critically Endangered",13,2
"Gulf Plains",2001,2005,"Vulnerable",46,6
"Wet Tropics",2001,2005,"Critically Endangered",18,6
"Gawler",2001,2005,"Endangered",3,1
"Naracoorte Coastal Plain",2001,2005,"Critically Endangered",7,2
"Stony Plains",2001,2005,"Endangered",128,3
"Ben Lomond",2001,2005,"Vulnerable",70,9
"Furneaux",2001,2005,"Conservation Dependent",9,3
"Tasmanian Central Highlands",2001,2005,"Vulnerable",10,3
"Tasmanian Central Highlands",2001,2005,"Endangered",68,4
"Tasmanian Northern Midlands",2001,2005,"Endangered",8,5
"Tasmanian South East",2001,2005,"Endangered",86,16
"Tasmanian Southern Ranges",2001,2005,"Endangered",6,4
"Tasmanian West",2001,2005,"Endangered",9,3
"Subantarctic Islands",2001,2005,"Critically Endangered",7,2
"Carnarvon",2001,2005,"Critically Endangered",2,1
"Coolgardie",2001,2005,"Critically Endangered",5,2
"Coolgardie",2001,2005,"Endangered",37,8
"Coolgardie",2001,2005,"Vulnerable",32,5
"Esperance Plains",2001,2005,"Vulnerable",68,15
"Gascoyne",2001,2005,"Not listed",11303,1029
"Geraldton Sandplains",2001,2005,"Critically Endangered",15,3
"Gibson Desert",2001,2005,"Critically Endangered",4,1
"Gibson Desert",2001,2005,"Not listed",3173,444
"Little Sandy Desert",2001,2005,"Not listed",3788,626
"Murchison",2001,2005,"Not listed",21894,1238
"Murchison",2001,2005,"Critically Endangered",7,2
"Pilbara",2001,2005,"Critically Endangered",5,1
"Swan Coastal Plain",2001,2005,"Critically Endangered",9,4
"Swan Coastal Plain",2001,2005,"Vulnerable",36,9
"Warren",2001,2005,"Critically Endangered",5,2
"Coral Sea",2001,2005,"Not listed",14,13
"Dampierland",2006,2010,"Not listed",32209,929
"Dampierland",2006,2010,"Endangered",5,2
"Esperance Plains",2006,2010,"Endangered",121,23
"Esperance Plains",2006,2010,"Not listed",24588,2164
"Esperance Plains",2006,2010,"Vulnerable",31,8
"Gascoyne",2006,2010,"Not listed",8242,801
"Geraldton Sandplains",2006,2010,"Not listed",11488,1731
"Gibson Desert",2006,2010,"Not listed",1222,277
"Great Sandy Desert",2006,2010,"Not listed",16858,925
"Great Victoria Desert",2006,2010,"Not listed",24084,1167
"Hampton",2006,2010,"Not listed",5827,255
"Jarrah Forest",2006,2010,"Endangered",145,31
"Jarrah Forest",2006,2010,"Not listed",51049,3188
"Little Sandy Desert",2006,2010,"Not listed",1311,241
"Mallee",2006,2010,"Not listed",7033,1548
"Mallee",2006,2010,"Vulnerable",34,8
"Murchison",2006,2010,"Not listed",23741,1367
"Northern Kimberley",2006,2010,"Not listed",15794,1929
"Nullarbor",2006,2010,"Not listed",12130,657
"Ord Victoria Plain",2006,2010,"Not listed",13708,786
"Ord Victoria Plain",2006,2010,"Endangered",114,2
"Pilbara",2006,2010,"Not listed",23602,1802
"Swan Coastal Plain",2006,2010,"Not listed",90643,2519
"Swan Coastal Plain",2006,2010,"Endangered",109,27
"Swan Coastal Plain",2006,2010,"Vulnerable",32,16
"Tanami",2006,2010,"Not listed",4465,862
"Victoria Bonaparte",2006,2010,"Not listed",40597,2362
"Victoria Bonaparte",2006,2010,"Endangered",106,4
"Warren",2006,2010,"Endangered",41,7
"Warren",2006,2010,"Not listed",14465,1504
"Warren",2006,2010,"Vulnerable",15,5
"Yalgoo",2006,2010,"Not listed",7297,1095
"Arnhem Coast",2006,2010,"Not listed",30576,1655
"Brigalow Belt North",2006,2010,"Not listed",105954,3050
"Cape York Peninsula",2006,2010,"Not listed",72707,3758
"Carnarvon",2006,2010,"Not listed",11819,1188
"Central Mackay Coast",2006,2010,"Not listed",27026,1861
"Darwin Coastal",2006,2010,"Not listed",78554,2203
"Eyre Yorke Block",2006,2010,"Not listed",116750,2028
"Flinders Lofty Block",2006,2010,"Not listed",225362,2972
"Furneaux",2006,2010,"Not listed",25720,2182
"Gawler",2006,2010,"Not listed",31447,1428
"Indian Tropical Islands",2006,2010,"Not listed",1303,293
"Kanmantoo",2006,2010,"Not listed",80463,2464
"Kanmantoo",2006,2010,"Endangered",392,17
"Murray Darling Depression",2006,2010,"Not listed",368398,2882
"Murray Darling Depression",2006,2010,"Vulnerable",892,33
"NSW North Coast",2006,2010,"Not listed",402757,4867
"NSW North Coast",2006,2010,"Vulnerable",3366,48
"NSW North Coast",2006,2010,"Endangered",617,28
"Naracoorte Coastal Plain",2006,2010,"Not listed",62604,1822
"Naracoorte Coastal Plain",2006,2010,"Vulnerable",356,25
"Pacific Subtropical Islands",2006,2010,"Endangered",86,5
"Pacific Subtropical Islands",2006,2010,"Not listed",7033,630
"South East Coastal Plain",2006,2010,"Not listed",653490,4506
"South East Coastal Plain",2006,2010,"Endangered",786,21
"South East Corner",2006,2010,"Not listed",128020,3650
"South East Corner",2006,2010,"Vulnerable",1087,37
"South Eastern Queensland",2006,2010,"Not listed",691093,6764
"South Eastern Queensland",2006,2010,"Vulnerable",13968,90
"South Eastern Queensland",2006,2010,"Endangered",2451,49
"Subantarctic Islands",2006,2010,"Endangered",19,3
"Subantarctic Islands",2006,2010,"Not listed",166,34
"Sydney Basin",2006,2010,"Not listed",852526,6274
"Sydney Basin",2006,2010,"Vulnerable",32402,91
"Sydney Basin",2006,2010,"Critically Endangered",734,13
"Sydney Basin",2006,2010,"Endangered",2548,42
"Tasmanian Northern Slopes",2006,2010,"Not listed",20667,1213
"Tasmanian South East",2006,2010,"Not listed",53281,3131
"Tasmanian Southern Ranges",2006,2010,"Not listed",18300,2087
"Tasmanian West",2006,2010,"Not listed",5299,1037
"Tiwi Cobourg",2006,2010,"Not listed",8610,1023
"Wet Tropics",2006,2010,"Not listed",145451,4832
"South Eastern Highlands",2006,2010,"Endangered",2064,37
"South Eastern Highlands",2006,2010,"Not listed",429273,6361
"South Eastern Highlands",2006,2010,"Vulnerable",3297,63
"Australian Alps",2006,2010,"Not listed",23896,1768
"Australian Alps",2006,2010,"Vulnerable",117,16
"Brigalow Belt South",2006,2010,"Not listed",212860,4523
"Brigalow Belt South",2006,2010,"Endangered",157,15
"Brigalow Belt South",2006,2010,"Vulnerable",661,47
"Broken Hill Complex",2006,2010,"Not listed",18291,901
"Channel Country",2006,2010,"Not listed",35359,1412
"Channel Country",2006,2010,"Vulnerable",183,11
"Cobar Peneplain",2006,2010,"Not listed",30576,1410
"Darling Riverine Plains",2006,2010,"Not listed",58789,1460
"Darling Riverine Plains",2006,2010,"Endangered",9,2
"Darling Riverine Plains",2006,2010,"Vulnerable",192,5
"Mulga Lands",2006,2010,"Not listed",57689,1624
"NSW North Coast",2006,2010,"Critically Endangered",1037,7
"NSW South Western Slopes",2006,2010,"Endangered",297,11
"NSW South Western Slopes",2006,2010,"Not listed",181963,2686
"New England Tablelands",2006,2010,"Not listed",57258,2764
"New England Tablelands",2006,2010,"Vulnerable",682,33
"Avon Wheatbelt",2006,2010,"Endangered",244,53
"Avon Wheatbelt",2006,2010,"Not listed",45334,2366
"Avon Wheatbelt",2006,2010,"Critically Endangered",42,14
"Avon Wheatbelt",2006,2010,"Vulnerable",53,17
"Coolgardie",2006,2010,"Critically Endangered",11,3
"Coolgardie",2006,2010,"Not listed",15323,1458
"Coolgardie",2006,2010,"Vulnerable",19,5
"Esperance Plains",2006,2010,"Critically Endangered",42,9
"Geraldton Sandplains",2006,2010,"Vulnerable",40,14
"Geraldton Sandplains",2006,2010,"Critically Endangered",13,3
"Geraldton Sandplains",2006,2010,"Endangered",126,28
"Jarrah Forest",2006,2010,"Critically Endangered",21,6
"Jarrah Forest",2006,2010,"Vulnerable",51,13
"Mallee",2006,2010,"Endangered",41,12
"Murchison",2006,2010,"Critically Endangered",3,2
"Warren",2006,2010,"Critically Endangered",2,2
"Nandewar",2006,2010,"Not listed",65461,1917
"Nandewar",2006,2010,"Vulnerable",215,13
"Riverina",2006,2010,"Not listed",267789,2067
"Riverina",2006,2010,"Vulnerable",2619,18
"Simpson Strzelecki Dunefields",2006,2010,"Not listed",21481,1181
"Central Mackay Coast",2006,2010,"Endangered",24,4
"Gulf Fall and Uplands",2006,2010,"Not listed",29931,1722
"Mount Isa Inlier",2006,2010,"Not listed",15533,1009
"Riverina",2006,2010,"Endangered",1141,14
"Riverina",2006,2010,"Critically Endangered",645,5
"Southern Volcanic Plain",2006,2010,"Not listed",266843,2596
"Victorian Midlands",2006,2010,"Not listed",340257,3289
"Victorian Midlands",2006,2010,"Endangered",296,18
"Victorian Midlands",2006,2010,"Vulnerable",2391,32
"Burt Plain",2006,2010,"Not listed",12979,690
"Daly Basin",2006,2010,"Not listed",47719,1399
"Davenport Murchison Ranges",2006,2010,"Not listed",5578,759
"MacDonnell Ranges",2006,2010,"Not listed",37985,1152
"Pine Creek",2006,2010,"Not listed",50179,1738
"Sturt Plateau",2006,2010,"Not listed",6803,526
"Desert Uplands",2006,2010,"Not listed",8087,1164
"Einasleigh Uplands",2006,2010,"Not listed",63493,3692
"Gulf Plains",2006,2010,"Not listed",17916,1700
"Mitchell Grass Downs",2006,2010,"Not listed",26744,1250
"Wet Tropics",2006,2010,"Endangered",67,14
"Central Ranges",2006,2010,"Not listed",5688,989
"Eyre Yorke Block",2006,2010,"Vulnerable",363,21
"Eyre Yorke Block",2006,2010,"Extinct",89,1
"Eyre Yorke Block",2006,2010,"Endangered",280,16
"Flinders Lofty Block",2006,2010,"Endangered",2732,18
"Gawler",2006,2010,"Vulnerable",220,6
"Kanmantoo",2006,2010,"Vulnerable",216,14
"Stony Plains",2006,2010,"Not listed",24057,1000
"Stony Plains",2006,2010,"Vulnerable",61,3
"Tasmanian Central Highlands",2006,2010,"Not listed",4202,1119
"Australian Alps",2006,2010,"Endangered",325,8
"South East Coastal Plain",2006,2010,"Vulnerable",3055,40
"Southern Volcanic Plain",2006,2010,"Vulnerable",4029,23
"Southern Volcanic Plain",2006,2010,"Endangered",503,20
"Central Kimberley",2006,2010,"Not listed",14018,883
"Tasmanian Southern Ranges",2006,2010,"Endangered",5,4
"Murray Darling Depression",2006,2010,"Endangered",331,22
"NSW South Western Slopes",2006,2010,"Vulnerable",1017,23
